requirement_id,source_id,source_sha256,source_sheet,source_coordinate,module,capability,purpose,user_flow,user_actions,system_actions,ai_actions,inputs,outputs,business_rules,personas,dependencies,source_acceptance_criteria,original_source_text,disposition,disposition_alias,target_module_id,implementation_package,target_routes,target_designs,acceptance_ids,decision_or_blocker_ids,shared_backend_dependencies,evidence_ids,status
CR-103,SRC-CUST-001,c2ab27f60bf697780acf16d2b50f0f359b1bf78c1b89725bad3b1ab3005f04b9,Inspection Execution - PreStart,Inspection Execution - PreStart!6,Inspection Execution,Manage My Schedule,Organize execution schedule using the prepared inspection dates.,Calendar,Drag & drop prepared visits between eligible dates.,Save updated schedule and refresh calendar.,Recommend optimal schedule.,Execution Date,Updated Calendar,Execution Date must remain within Planning Window.,Inspector,Calendar Service,Calendar updates successfully after changes.,module=Inspection Execution | capability=Manage My Schedule | purpose=Organize execution schedule using the prepared inspection dates. | user_flow=Calendar | user_actions=Drag & drop prepared visits between eligible dates. | system_actions=Save updated schedule and refresh calendar. | ai_actions=Recommend optimal schedule. | inputs=Execution Date | outputs=Updated Calendar | business_rules=Execution Date must remain within Planning Window. | personas=Inspector | dependencies=Calendar Service | source_acceptance_criteria=Calendar updates successfully after changes.,PHASE2_IPAD_DEFERRED,DEFERRED_TO_PHASE_2_IPAD,MOD-07,PHASE2,/field/**,PHASE2_IPAD_DEFERRED,WA-AC-0103,,,WA-EV-0103,BASELINED_NOT_IMPLEMENTED
CR-104,SRC-CUST-001,c2ab27f60bf697780acf16d2b50f0f359b1bf78c1b89725bad3b1ab3005f04b9,Inspection Execution - PreStart,Inspection Execution - PreStart!7,Inspection Execution,Return Assignment,Return assigned visits back to planner/supervisor.,Assignment Pool → Return,Select return reason and comments.,Update assignment and notify planner.,—,"Reason, Comments",Returned Assignment,Return reason is mandatory.,Inspector,"Assignment Engine, Notification Service",Assignment successfully returned.,"module=Inspection Execution | capability=Return Assignment | purpose=Return assigned visits back to planner/supervisor. | user_flow=Assignment Pool → Return | user_actions=Select return reason and comments. | system_actions=Update assignment and notify planner. | ai_actions=— | inputs=Reason, Comments | outputs=Returned Assignment | business_rules=Return reason is mandatory. | personas=Inspector | dependencies=Assignment Engine, Notification Service | source_acceptance_criteria=Assignment successfully returned.",PHASE2_IPAD_DEFERRED,DEFERRED_TO_PHASE_2_IPAD,MOD-07,PHASE2,/field/**,PHASE2_IPAD_DEFERRED,WA-AC-0104,,NOTIFICATION,WA-EV-0104,BASELINED_NOT_IMPLEMENTED
CR-105,SRC-CUST-001,c2ab27f60bf697780acf16d2b50f0f359b1bf78c1b89725bad3b1ab3005f04b9,Inspection Execution - PreStart,Inspection Execution - PreStart!8,Inspection Execution,View Visit Card,Provide operational visit information before preparation.,Open Visit,Review visit details.,Load visit information.,Summarize visit objective.,Visit ID,Visit Details,Visit information is read-only.,Inspector,Visit Repository,Visit information displayed correctly.,module=Inspection Execution | capability=View Visit Card | purpose=Provide operational visit information before preparation. | user_flow=Open Visit | user_actions=Review visit details. | system_actions=Load visit information. | ai_actions=Summarize visit objective. | inputs=Visit ID | outputs=Visit Details | business_rules=Visit information is read-only. | personas=Inspector | dependencies=Visit Repository | source_acceptance_criteria=Visit information displayed correctly.,PHASE2_IPAD_DEFERRED,DEFERRED_TO_PHASE_2_IPAD,MOD-07,PHASE2,/field/**,PHASE2_IPAD_DEFERRED,WA-AC-0105,,,WA-EV-0105,BASELINED_NOT_IMPLEMENTED
CR-106,SRC-CUST-001,c2ab27f60bf697780acf16d2b50f0f359b1bf78c1b89725bad3b1ab3005f04b9,Inspection Execution - PreStart,Inspection Execution - PreStart!9,Inspection Execution,View Factory 360°,Provide complete factory context before execution.,Open Factory,Review factory profile and history.,"Load factory information, history and location.","Summarize risks, previous findings and recommendations.",Factory ID,Factory Profile,Latest synchronized factory data shall be displayed.,Inspector,"Factory Profile, GIS",Factory profile loads successfully.,"module=Inspection Execution | capability=View Factory 360° | purpose=Provide complete factory context before execution. | user_flow=Open Factory | user_actions=Review factory profile and history. | system_actions=Load factory information, history and location. | ai_actions=Summarize risks, previous findings and recommendations. | inputs=Factory ID | outputs=Factory Profile | business_rules=Latest synchronized factory data shall be displayed. | personas=Inspector | dependencies=Factory Profile, GIS | source_acceptance_criteria=Factory profile loads successfully.",PHASE2_IPAD_DEFERRED,DEFERRED_TO_PHASE_2_IPAD,MOD-07,PHASE2,/field/**,PHASE2_IPAD_DEFERRED,WA-AC-0106,,OFFLINE_CONFLICT,WA-EV-0106,BASELINED_NOT_IMPLEMENTED
CR-107,SRC-CUST-001,c2ab27f60bf697780acf16d2b50f0f359b1bf78c1b89725bad3b1ab3005f04b9,Inspection Execution - PreStart,Inspection Execution - PreStart!10,Inspection Execution,AI Preparation Assistant,Help inspectors prepare before execution.,Open Visit,Review AI insights.,Generate AI recommendations.,"Daily summary, risk summary, route optimization, preparation recommendations.","Visit, Factory",AI Recommendations,AI recommendations are advisory only.,Inspector,AI Engine,AI recommendations generated successfully.,"module=Inspection Execution | capability=AI Preparation Assistant | purpose=Help inspectors prepare before execution. | user_flow=Open Visit | user_actions=Review AI insights. | system_actions=Generate AI recommendations. | ai_actions=Daily summary, risk summary, route optimization, preparation recommendations. | inputs=Visit, Factory | outputs=AI Recommendations | business_rules=AI recommendations are advisory only. | personas=Inspector | dependencies=AI Engine | source_acceptance_criteria=AI recommendations generated successfully.",PHASE2_IPAD_DEFERRED,DEFERRED_TO_PHASE_2_IPAD,MOD-07,PHASE2,/field/**,PHASE2_IPAD_DEFERRED,WA-AC-0107,,,WA-EV-0107,BASELINED_NOT_IMPLEMENTED
CR-108,SRC-CUST-001,c2ab27f60bf697780acf16d2b50f0f359b1bf78c1b89725bad3b1ab3005f04b9,Inspection Execution - PreStart,Inspection Execution - PreStart!11,Inspection Execution,Prepare Inspection,Configure the inspection before execution.,Open Visit → Prepare Inspection,"Select Execution Date, Report Type, Execution Mode, Notify Factory, Save.","Validate inputs, resolve package, update status, populate calendar.",Recommend preparation improvements (future).,"Execution Date, Report Type, Execution Mode",Ready Inspection,Preparation required before inspection can start.,Inspector,"Report Builder, Package Builder, Calendar Service",Inspection successfully prepared.,"module=Inspection Execution | capability=Prepare Inspection | purpose=Configure the inspection before execution. | user_flow=Open Visit → Prepare Inspection | user_actions=Select Execution Date, Report Type, Execution Mode, Notify Factory, Save. | system_actions=Validate inputs, resolve package, update status, populate calendar. | ai_actions=Recommend preparation improvements (future). | inputs=Execution Date, Report Type, Execution Mode | outputs=Ready Inspection | business_rules=Preparation required before inspection can start. | personas=Inspector | dependencies=Report Builder, Package Builder, Calendar Service | source_acceptance_criteria=Inspection successfully prepared.",PHASE2_IPAD_DEFERRED,DEFERRED_TO_PHASE_2_IPAD,MOD-07,PHASE2,/field/**,PHASE2_IPAD_DEFERRED,WA-AC-0108,,,WA-EV-0108,BASELINED_NOT_IMPLEMENTED
CR-109,SRC-CUST-001,c2ab27f60bf697780acf16d2b50f0f359b1bf78c1b89725bad3b1ab3005f04b9,Inspection Execution - PreStart,Inspection Execution - PreStart!12,Inspection Execution,Execution Mode Eligibility,Determine available execution modes.,During Preparation,Select eligible execution mode.,Evaluate eligibility rules.,—,"Report Type, Factory Profile",Eligible Modes,Only eligible execution modes are displayed.,Inspector,Rule Engine,Ineligible modes cannot be selected.,"module=Inspection Execution | capability=Execution Mode Eligibility | purpose=Determine available execution modes. | user_flow=During Preparation | user_actions=Select eligible execution mode. | system_actions=Evaluate eligibility rules. | ai_actions=— | inputs=Report Type, Factory Profile | outputs=Eligible Modes | business_rules=Only eligible execution modes are displayed. | personas=Inspector | dependencies=Rule Engine | source_acceptance_criteria=Ineligible modes cannot be selected.",PHASE2_IPAD_DEFERRED,DEFERRED_TO_PHASE_2_IPAD,MOD-07,PHASE2,/field/**,PHASE2_IPAD_DEFERRED,WA-AC-0109,,,WA-EV-0109,BASELINED_NOT_IMPLEMENTED
CR-110,SRC-CUST-001,c2ab27f60bf697780acf16d2b50f0f359b1bf78c1b89725bad3b1ab3005f04b9,Inspection Execution - PreStart,Inspection Execution - PreStart!13,Inspection Execution,Inspection Package Resolution,Automatically resolve and lock the inspection package.,Save Preparation,Review package preview.,"Load Form, Checklist, Action Forms, Validation Rules, Required Evidence, Report Template and lock package.",—,"Report Type, Execution Mode",Locked Inspection Package,Package regenerated after edits before execution and locked after save.,Inspector,Package Builder,Correct inspection package generated.,"module=Inspection Execution | capability=Inspection Package Resolution | purpose=Automatically resolve and lock the inspection package. | user_flow=Save Preparation | user_actions=Review package preview. | system_actions=Load Form, Checklist, Action Forms, Validation Rules, Required Evidence, Report Template and lock package. | ai_actions=— | inputs=Report Type, Execution Mode | outputs=Locked Inspection Package | business_rules=Package regenerated after edits before execution and locked after save. | personas=Inspector | dependencies=Package Builder | source_acceptance_criteria=Correct inspection package generated.",PHASE2_IPAD_DEFERRED,DEFERRED_TO_PHASE_2_IPAD,MOD-07,PHASE2,/field/**,PHASE2_IPAD_DEFERRED,WA-AC-0110,,,WA-EV-0110,BASELINED_NOT_IMPLEMENTED
CR-111,SRC-CUST-001,c2ab27f60bf697780acf16d2b50f0f359b1bf78c1b89725bad3b1ab3005f04b9,Inspection Execution - PreStart,Inspection Execution - PreStart!14,Inspection Execution,Notify Factory,Optionally notify factory before execution.,During Preparation,Enable/Disable notification.,Send notification using configured channels.,Generate notification summary (future).,Notification Option,Notification,Optional for Physical inspections. Virtual notifications follow appointment workflow.,Inspector,Notification Service,Notification successfully sent when enabled.,module=Inspection Execution | capability=Notify Factory | purpose=Optionally notify factory before execution. | user_flow=During Preparation | user_actions=Enable/Disable notification. | system_actions=Send notification using configured channels. | ai_actions=Generate notification summary (future). | inputs=Notification Option | outputs=Notification | business_rules=Optional for Physical inspections. Virtual notifications follow appointment workflow. | personas=Inspector | dependencies=Notification Service | source_acceptance_criteria=Notification successfully sent when enabled.,PHASE2_IPAD_DEFERRED,DEFERRED_TO_PHASE_2_IPAD,MOD-07,PHASE2,/field/**,PHASE2_IPAD_DEFERRED,WA-AC-0111,,NOTIFICATION,WA-EV-0111,BASELINED_NOT_IMPLEMENTED
CR-112,SRC-CUST-001,c2ab27f60bf697780acf16d2b50f0f359b1bf78c1b89725bad3b1ab3005f04b9,Inspection Execution - PreStart,Inspection Execution - PreStart!15,Inspection Execution,Virtual Appointment Management,Manage virtual inspection scheduling and confirmation.,Virtual Preparation,"Schedule appointment, review confirmations, approve reschedule requests.","Notify factory, receive confirmation, generate meeting, synchronize calendars.",Suggest appointment times (future).,Appointment Date & Time,Confirmed Appointment,Virtual inspection requires confirmed appointment before execution.,"Inspector, Factory Representative","Appointment Management, Meeting Service",Virtual appointment confirmed successfully.,"module=Inspection Execution | capability=Virtual Appointment Management | purpose=Manage virtual inspection scheduling and confirmation. | user_flow=Virtual Preparation | user_actions=Schedule appointment, review confirmations, approve reschedule requests. | system_actions=Notify factory, receive confirmation, generate meeting, synchronize calendars. | ai_actions=Suggest appointment times (future). | inputs=Appointment Date & Time | outputs=Confirmed Appointment | business_rules=Virtual inspection requires confirmed appointment before execution. | personas=Inspector, Factory Representative | dependencies=Appointment Management, Meeting Service | source_acceptance_criteria=Virtual appointment confirmed successfully.",PHASE2_IPAD_DEFERRED,DEFERRED_TO_PHASE_2_IPAD,MOD-07,PHASE2,/field/**,PHASE2_IPAD_DEFERRED,WA-AC-0112,,OFFLINE_CONFLICT,WA-EV-0112,BASELINED_NOT_IMPLEMENTED
CR-113,SRC-CUST-001,c2ab27f60bf697780acf16d2b50f0f359b1bf78c1b89725bad3b1ab3005f04b9,Inspection Execution - PreStart,Inspection Execution - PreStart!16,Inspection Execution,Inspection Status Management,Manage the inspection lifecycle before execution.,Throughout Preparation,—,"Manage transitions between New, Ready and Expired.",—,Workflow Events,Updated Status,Status lifecycle follows business rules and automatic expiration policies.,System,Workflow Engine,Status transitions occur correctly.,"module=Inspection Execution | capability=Inspection Status Management | purpose=Manage the inspection lifecycle before execution. | user_flow=Throughout Preparation | user_actions=— | system_actions=Manage transitions between New, Ready and Expired. | ai_actions=— | inputs=Workflow Events | outputs=Updated Status | business_rules=Status lifecycle follows business rules and automatic expiration policies. | personas=System | dependencies=Workflow Engine | source_acceptance_criteria=Status transitions occur correctly.",PHASE2_IPAD_DEFERRED,DEFERRED_TO_PHASE_2_IPAD,MOD-07,PHASE2,/field/**,PHASE2_IPAD_DEFERRED,WA-AC-0113,,WORKFLOW,WA-EV-0113,BASELINED_NOT_IMPLEMENTED
