requirement_id,parent_capability_id,source_id,source_coordinate,classification,normalized_requirement,acceptance_criteria
REQ-R0C-00118,CAP-R0C-0038,SRC-01,Visit Planning-Planning!A39:M39,DATA_REQUIREMENT,Existing Location / Manual Pin,Pass when the cited data field or contract element is present and valid: Existing Location / Manual Pin
REQ-R0C-00119,CAP-R0C-0039,SRC-01,Visit Planning-Planning!A40:M40,USER_ACTION,"Select Business Visit Type, Visit Window, Assignment Method and Notes.","Pass when the actor can complete this action and the resulting state is visible: Select Business Visit Type, Visit Window, Assignment Method and Notes."
REQ-R0C-00120,CAP-R0C-0039,SRC-01,Visit Planning-Planning!A40:M40,SYSTEM_BEHAVIOR,Validate mandatory fields.,Pass when the system behavior occurs under the cited trigger and context: Validate mandatory fields.
REQ-R0C-00121,CAP-R0C-0039,SRC-01,Visit Planning-Planning!A40:M40,BUSINESS_RULE,Configuration applies only to the selected visit.,Pass when this rule is enforced and a violating path is prevented or handled: Configuration applies only to the selected visit.
REQ-R0C-00122,CAP-R0C-0039,SRC-01,Visit Planning-Planning!A40:M40,ACCEPTANCE_CRITERION,Planner completes all required fields successfully.,Pass when the source-stated acceptance condition is demonstrated: Planner completes all required fields successfully.
REQ-R0C-00123,CAP-R0C-0039,SRC-01,Visit Planning-Planning!A40:M40,DATA_REQUIREMENT,"Business Visit Type, Visit Window, Assignment Method, Notes","Pass when the cited data field or contract element is present and valid: Business Visit Type, Visit Window, Assignment Method, Notes"
REQ-R0C-00124,CAP-R0C-0040,SRC-01,Visit Planning-Planning!A41:M41,USER_ACTION,Select Auto Assignment or Manual Assignment.,Pass when the actor can complete this action and the resulting state is visible: Select Auto Assignment or Manual Assignment.
REQ-R0C-00125,CAP-R0C-0040,SRC-01,Visit Planning-Planning!A41:M41,SYSTEM_BEHAVIOR,Assign inspector and validate availability.,Pass when the system behavior occurs under the cited trigger and context: Assign inspector and validate availability.
REQ-R0C-00126,CAP-R0C-0040,SRC-01,Visit Planning-Planning!A41:M41,BUSINESS_RULE,Every visit must have one assigned inspector before publishing.,Pass when this rule is enforced and a violating path is prevented or handled: Every visit must have one assigned inspector before publishing.
REQ-R0C-00127,CAP-R0C-0041,SRC-01,Visit Planning-Planning!A42:M42,USER_ACTION,"Review factory information, assignment and visit configuration.","Pass when the actor can complete this action and the resulting state is visible: Review factory information, assignment and visit configuration."
REQ-R0C-00128,CAP-R0C-0041,SRC-01,Visit Planning-Planning!A42:M42,SYSTEM_BEHAVIOR,"Validate duplicate visits, mandatory fields and planning rules.","Pass when the system behavior occurs under the cited trigger and context: Validate duplicate visits, mandatory fields and planning rules."
REQ-R0C-00129,CAP-R0C-0041,SRC-01,Visit Planning-Planning!A42:M42,BUSINESS_RULE,Publishing is blocked until validation passes.,Pass when this rule is enforced and a violating path is prevented or handled: Publishing is blocked until validation passes.
REQ-R0C-00130,CAP-R0C-0042,SRC-01,Visit Planning-Planning!A43:M43,SYSTEM_BEHAVIOR,"Generate Visit ID, assign inspector, update calendar, notify inspector and record audit logs.","Pass when the system behavior occurs under the cited trigger and context: Generate Visit ID, assign inspector, update calendar, notify inspector and record audit logs."
REQ-R0C-00131,CAP-R0C-0042,SRC-01,Visit Planning-Planning!A43:M43,BUSINESS_RULE,A Single Visit creates one Visit Plan containing one Visit. The inspector receives only the Visit.,Pass when this rule is enforced and a violating path is prevented or handled: A Single Visit creates one Visit Plan containing one Visit. The inspector receives only the Visit.
REQ-R0C-00132,CAP-R0C-0043,SRC-01,Visit Planning-Planning!A44:M44,USER_ACTION,Select Immediate Visit.,Pass when the actor can complete this action and the resulting state is visible: Select Immediate Visit.
REQ-R0C-00133,CAP-R0C-0043,SRC-01,Visit Planning-Planning!A44:M44,SYSTEM_BEHAVIOR,Load Immediate Visit workspace.,Pass when the system behavior occurs under the cited trigger and context: Load Immediate Visit workspace.
REQ-R0C-00134,CAP-R0C-0043,SRC-01,Visit Planning-Planning!A44:M44,BUSINESS_RULE,Immediate Visits bypass Visit Plans and create a Visit directly.,Pass when this rule is enforced and a violating path is prevented or handled: Immediate Visits bypass Visit Plans and create a Visit directly.
REQ-R0C-00135,CAP-R0C-0044,SRC-01,Visit Planning-Planning!A45:M45,USER_ACTION,Search using CR Number or Industrial License Number.,Pass when the actor can complete this action and the resulting state is visible: Search using CR Number or Industrial License Number.
REQ-R0C-00136,CAP-R0C-0044,SRC-01,Visit Planning-Planning!A45:M45,SYSTEM_BEHAVIOR,Retrieve factory information if available.,Pass when the system behavior occurs under the cited trigger and context: Retrieve factory information if available.
REQ-R0C-00137,CAP-R0C-0044,SRC-01,Visit Planning-Planning!A45:M45,BUSINESS_RULE,Factory search is optional. Immediate Visits can continue even when no record is found.,Pass when this rule is enforced and a violating path is prevented or handled: Factory search is optional. Immediate Visits can continue even when no record is found.
REQ-R0C-00138,CAP-R0C-0044,SRC-01,Visit Planning-Planning!A45:M45,DATA_REQUIREMENT,CR Number / Industrial License Number,Pass when the cited data field or contract element is present and valid: CR Number / Industrial License Number
REQ-R0C-00139,CAP-R0C-0045,SRC-01,Visit Planning-Planning!A46:M46,USER_ACTION,"Enter factory name (optional), CR (optional), Industrial License (optional) and any available business information.","Pass when the actor can complete this action and the resulting state is visible: Enter factory name (optional), CR (optional), Industrial License (optional) and any available business information."
REQ-R0C-00140,CAP-R0C-0045,SRC-01,Visit Planning-Planning!A46:M46,SYSTEM_BEHAVIOR,Store manually entered information with the visit.,Pass when the system behavior occurs under the cited trigger and context: Store manually entered information with the visit.
REQ-R0C-00141,CAP-R0C-0045,SRC-01,Visit Planning-Planning!A46:M46,BUSINESS_RULE,Immediate Visits do not require a registered factory.,Pass when this rule is enforced and a violating path is prevented or handled: Immediate Visits do not require a registered factory.
REQ-R0C-00142,CAP-R0C-0046,SRC-01,Visit Planning-Planning!A47:M47,USER_ACTION,"Confirm existing location, modify map pin or manually pin a new location.","Pass when the actor can complete this action and the resulting state is visible: Confirm existing location, modify map pin or manually pin a new location."
REQ-R0C-00143,CAP-R0C-0046,SRC-01,Visit Planning-Planning!A47:M47,SYSTEM_BEHAVIOR,Save the selected location with the visit.,Pass when the system behavior occurs under the cited trigger and context: Save the selected location with the visit.
REQ-R0C-00144,CAP-R0C-0046,SRC-01,Visit Planning-Planning!A47:M47,BUSINESS_RULE,"Location is mandatory before the visit can be created. If no registered location exists, planner or inspector must manually identify it.","Pass when this rule is enforced and a violating path is prevented or handled: Location is mandatory before the visit can be created. If no registered location exists, planner or inspector must manually identify it."
REQ-R0C-00145,CAP-R0C-0046,SRC-01,Visit Planning-Planning!A47:M47,DATA_REQUIREMENT,GPS Location / Manual Pin,Pass when the cited data field or contract element is present and valid: GPS Location / Manual Pin
REQ-R0C-00146,CAP-R0C-0047,SRC-01,Visit Planning-Planning!A48:M48,USER_ACTION,"Select Business Visit Type, Visit Window (Planner only), Notes and Priority (Optional).","Pass when the actor can complete this action and the resulting state is visible: Select Business Visit Type, Visit Window (Planner only), Notes and Priority (Optional)."
REQ-R0C-00147,CAP-R0C-0047,SRC-01,Visit Planning-Planning!A48:M48,SYSTEM_BEHAVIOR,Validate mandatory information.,Pass when the system behavior occurs under the cited trigger and context: Validate mandatory information.
REQ-R0C-00148,CAP-R0C-0047,SRC-01,Visit Planning-Planning!A48:M48,BUSINESS_RULE,Planner may schedule an Immediate Visit. Inspector-created Immediate Visits start immediately.,Pass when this rule is enforced and a violating path is prevented or handled: Planner may schedule an Immediate Visit. Inspector-created Immediate Visits start immediately.
REQ-R0C-00149,CAP-R0C-0047,SRC-01,Visit Planning-Planning!A48:M48,ACCEPTANCE_CRITERION,Required information is successfully captured.,Pass when the source-stated acceptance condition is demonstrated: Required information is successfully captured.
REQ-R0C-00150,CAP-R0C-0047,SRC-01,Visit Planning-Planning!A48:M48,DATA_REQUIREMENT,"Business Visit Type, Visit Window, Notes","Pass when the cited data field or contract element is present and valid: Business Visit Type, Visit Window, Notes"
REQ-R0C-00151,CAP-R0C-0048,SRC-01,Visit Planning-Planning!A49:M49,USER_ACTION,Select Auto or Manual Assignment.,Pass when the actor can complete this action and the resulting state is visible: Select Auto or Manual Assignment.
REQ-R0C-00152,CAP-R0C-0048,SRC-01,Visit Planning-Planning!A49:M49,SYSTEM_BEHAVIOR,Assign inspector and validate assignment.,Pass when the system behavior occurs under the cited trigger and context: Assign inspector and validate assignment.
REQ-R0C-00153,CAP-R0C-0048,SRC-01,Visit Planning-Planning!A49:M49,BUSINESS_RULE,Only Planner-created Immediate Visits require assignment.,Pass when this rule is enforced and a violating path is prevented or handled: Only Planner-created Immediate Visits require assignment.
REQ-R0C-00154,CAP-R0C-0049,SRC-01,Visit Planning-Planning!A50:M50,USER_ACTION,"Review factory information, location and visit configuration.","Pass when the actor can complete this action and the resulting state is visible: Review factory information, location and visit configuration."
REQ-R0C-00155,CAP-R0C-0049,SRC-01,Visit Planning-Planning!A50:M50,SYSTEM_BEHAVIOR,Validate mandatory information and duplicate active visits.,Pass when the system behavior occurs under the cited trigger and context: Validate mandatory information and duplicate active visits.
REQ-R0C-00156,CAP-R0C-0049,SRC-01,Visit Planning-Planning!A50:M50,BUSINESS_RULE,Review step is required only for Planner-created Immediate Visits.,Pass when this rule is enforced and a violating path is prevented or handled: Review step is required only for Planner-created Immediate Visits.
REQ-R0C-00157,CAP-R0C-0050,SRC-01,Visit Planning-Planning!A51:M51,SYSTEM_BEHAVIOR,"Generate Visit ID, create audit record and register the visit.","Pass when the system behavior occurs under the cited trigger and context: Generate Visit ID, create audit record and register the visit."
REQ-R0C-00158,CAP-R0C-0050,SRC-01,Visit Planning-Planning!A51:M51,BUSINESS_RULE,Immediate Visits generate a Visit directly without creating a Visit Plan.,Pass when this rule is enforced and a violating path is prevented or handled: Immediate Visits generate a Visit directly without creating a Visit Plan.
REQ-R0C-00159,CAP-R0C-0051,SRC-01,Visit Planning-Planning!A52:M52,USER_ACTION,Click Start Inspection.,Pass when the actor can complete this action and the resulting state is visible: Click Start Inspection.
REQ-R0C-00160,CAP-R0C-0051,SRC-01,Visit Planning-Planning!A52:M52,SYSTEM_BEHAVIOR,Change Visit Status to Inspection Started and transfer ownership to Visit Execution.,Pass when the system behavior occurs under the cited trigger and context: Change Visit Status to Inspection Started and transfer ownership to Visit Execution.
REQ-R0C-00161,CAP-R0C-0051,SRC-01,Visit Planning-Planning!A52:M52,BUSINESS_RULE,"Available only for Inspector-created Immediate Visits. Once inspection starts, the visit follows the standard execution lifecycle.","Pass when this rule is enforced and a violating path is prevented or handled: Available only for Inspector-created Immediate Visits. Once inspection starts, the visit follows the standard execution lifecycle."
REQ-R0C-00162,CAP-R0C-0052,SRC-01,Visit Planning-Planning!A53:M53,SYSTEM_BEHAVIOR,Send notification and update inspector calendar/work queue.,Pass when the system behavior occurs under the cited trigger and context: Send notification and update inspector calendar/work queue.
REQ-R0C-00163,CAP-R0C-0052,SRC-01,Visit Planning-Planning!A53:M53,BUSINESS_RULE,Notifications are generated only when the visit is assigned to another inspector.,Pass when this rule is enforced and a violating path is prevented or handled: Notifications are generated only when the visit is assigned to another inspector.
